GeneID	REP1.B_b	REP1.B_m	REP2.B_b	REP2.B_m	REP3.B_b	REP3.B_m	REP4.B_b	REP4.B_m	REP1.M_b	REP1.M_m	REP2.M_b	REP2.M_m	REP3.M_b	REP3.M_m	REP4.M_b	REP4.M_m	REP1.BM_b	REP1.BM_m	REP2.BM_b	REP2.BM_m	REP3.BM_b	REP3.BM_m	REP4.BM_b	REP4.BM_m	REP1.MB_b	REP1.MB_m	REP2.MB_b	REP2.MB_m	REP3.MB_b	REP3.MB_m	REP4.MB_b	REP4.MB_m	REP1_B.total	REP1_M.total	REP1_BM.total	REP1_MB.total	REP2_B.total	REP2_M.total	REP2_BM.total	REP2_MB.total	REP3_B.total	REP3_M.total	REP3_BM.total	REP3_MB.total	REP4_B.total	REP4_M.total	REP4_BM.total	REP4_MB.total
AC210834.4_FG009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
GRMZM2G164018	106	0	116	1	93	0	123	1	1	114	1	107	1	124	1	118	60	51	45	58	72	62	65	62	73	77	54	57	73	70	90	62	693	743	629	777	674	611	652	672	592	744	633	704	671	701	747	824
GRMZM2G129031	6	1	9	0	3	0	9	0	0	0	0	0	0	0	0	1	3	0	3	0	4	0	3	0	0	1	3	0	3	0	4	0	65	0	29	31	63	2	24	26	70	1	25	20	73	1	39	39
GRMZM2G368806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	14	6	8	6	3	7	13	8	10	7	7	10	8	7
GRMZM2G060800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1899	1625	1764	1762	1627	1443	1510	1453	1807	1839	2064	1900	1954	1791	1810	1780
GRMZM2G009633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	1	0	2	0	1	2	0	1	0	0	1
GRMZM2G350711	102	0	83	0	85	0	94	0	0	67	0	64	1	76	1	87	56	37	38	33	61	60	58	52	48	33	36	43	57	42	49	55	383	332	361	364	278	320	356	283	397	455	491	454	401	446	459	440
AC196954.2_FG012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GRMZM2G087850	82	2	91	0	51	0	73	0	3	44	1	48	0	34	1	36	43	26	63	26	40	19	56	19	49	28	50	33	45	17	51	14	516	445	510	642	568	444	572	542	438	462	534	515	501	475	563	596
GRMZM2G145500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	484	502	616	441	411	416	403	563	743	658	636	638	569	749	713
GRMZM2G136859	23	0	15	0	31	0	25	1	0	7	0	5	1	8	0	12	6	3	12	2	19	5	12	4	16	4	9	2	24	10	23	5	310	163	233	265	232	137	174	259	307	226	312	329	312	232	296	317
GRMZM2G092451	80	0	94	0	14	0	13	1	0	79	2	90	0	8	0	21	63	34	65	63	11	13	6	5	63	45	71	74	8	5	10	10	1099	1282	1264	1429	1290	1424	1605	1362	168	178	184	193	148	260	115	206
AC187843.3_FG006	2	0	1	0	4	0	3	0	0	3	0	2	0	4	0	3	1	1	0	0	3	5	1	3	1	1	1	2	3	0	2	3	40	27	36	44	39	25	17	23	61	69	82	82	84	81	90	78
GRMZM2G701738	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	10	14	1	12	9	10	6	13	20	11	8	11	18	14
GRMZM2G308873	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	16	18	1	20	12	16	0	33	32	22	0	31	24	19
GRMZM2G406170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	1	3	1	0	4	9	0	1	1	8	1	2	3
GRMZM2G128902	69	0	77	0	97	0	101	1	1	57	2	50	1	69	0	69	44	25	39	35	50	33	40	45	53	50	44	37	42	40	56	50	234	243	222	279	254	227	251	287	309	261	257	280	258	238	254	301
GRMZM5G862317	3	0	2	0	1	0	1	0	0	0	0	0	0	1	0	7	0	2	0	3	0	2	1	4	1	1	0	0	0	1	0	1	13	20	22	14	16	18	16	14	5	24	22	19	14	29	21	18
GRMZM2G173536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	959	974	1361	1049	966	921	847	1174	1201	1345	1217	1259	968	1159	1351
GRMZM2G171796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	1	2	4	2	4	1	1	2	2	1	1	1	2
GRMZM2G128564	33	0	26	1	43	0	48	0	0	7	0	9	2	25	1	20	17	6	11	3	12	10	35	16	12	5	5	6	22	13	13	7	380	213	323	250	334	196	195	208	392	349	341	389	405	348	431	273
GRMZM2G407223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	321	237	46	71	370	127	30	222	507	129	240	63	614	138	69
GRMZM5G841994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	3	6	1	4	3	8	0	3	3	11	0	4	7
GRMZM5G879762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GRMZM2G549568	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	3	0	6	2	3	2	3	3	4	2	4	1	3
GRMZM2G155384	93	1	112	0	129	0	137	0	0	53	0	33	2	69	0	69	69	26	59	18	95	45	101	62	89	37	67	36	80	36	100	43	2222	2371	2398	2707	2123	2156	2229	2159	2293	2879	2803	2801	2469	2489	2864	2921
GRMZM2G355450	30	1	28	0	22	0	18	0	2	21	0	15	0	27	0	27	21	15	6	13	17	13	16	10	15	10	19	10	14	16	14	8	429	407	388	300	369	334	404	410	268	334	381	316	290	349	292	252
GRMZM2G091490	46	0	38	1	53	0	64	0	1	17	0	12	0	19	0	22	24	9	22	4	32	19	34	18	19	10	15	9	19	7	31	6	118	68	105	92	108	55	87	90	162	79	155	115	173	78	153	114
GRMZM5G860241	27	0	19	0	34	1	28	0	0	16	0	22	0	12	0	20	15	14	21	21	26	11	19	18	21	15	16	16	6	17	13	11	80	71	112	120	74	71	123	97	111	48	119	90	85	70	104	100
GRMZM5G843584	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	1	1	0	0	0	0
GRMZM2G122863	146	2	117	0	120	0	113	0	1	190	0	151	0	169	0	168	45	70	85	107	84	89	87	88	84	105	62	73	101	108	89	98	515	894	583	645	488	714	753	640	440	650	640	683	418	606	521	567
GRMZM2G098577	27	0	33	0	34	0	38	0	0	32	1	28	0	34	0	43	14	17	20	23	26	15	29	25	26	26	15	12	32	19	28	17	1783	2125	1948	2211	1697	2034	2018	1887	1455	2134	1728	1907	1661	2188	1877	2020
GRMZM2G450771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	4	3	2	3	2	7	4	1	1	4	5	0	5
GRMZM2G375856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	3	1	2	4	1	4	2	0	3	2	1	1
GRMZM2G046005	22	0	23	0	18	0	20	0	0	19	0	17	0	23	0	22	14	11	13	9	18	17	10	13	18	17	7	8	11	15	15	17	1000	864	933	993	887	785	840	766	931	1086	1053	961	942	890	971	1108
GRMZM2G104575	8	0	10	0	4	0	2	0	0	5	0	4	0	4	0	2	2	0	4	0	4	5	6	3	1	5	2	2	4	1	5	4	118	122	95	133	112	107	116	93	116	136	154	148	76	120	128	133
GRMZM2G115812	27	0	35	1	0	0	1	0	0	4	0	6	0	1	0	0	13	3	26	2	0	0	0	0	16	3	21	6	2	0	0	0	1178	277	704	984	1387	349	1005	964	78	39	43	70	55	26	33	45
AC185655.3_FG005	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	1	0	0	1	1	0	0	1	3	1	1	1
AC197377.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	3	0	0	0	0	1	0	1	0
GRMZM2G149943	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	67	56	67	41	61	59	54	85	53	55	52	61	81	65	59	63
GRMZM2G700399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GRMZM5G856720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC212323.4_FG010	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	4	1	1	2	4	2	3
GRMZM2G362949	1	0	7	1	8	1	11	0	0	3	0	5	0	2	0	4	0	0	5	5	8	6	4	2	3	4	1	1	7	1	5	4	23	20	14	29	24	27	24	13	30	28	33	31	33	32	26	37
GRMZM2G133555	1	0	4	0	0	0	1	0	0	0	0	1	0	1	0	3	2	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	22	9	20	12	20	13	15	15	11	11	11	16	14	18	14	12
AC215875.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
GRMZM2G041961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4	6	9	5	5	7	8	9	1	8	4	4	1	12	7	6
GRMZM2G116083	52	0	49	0	52	0	78	0	1	38	0	34	1	74	0	54	28	21	31	28	38	36	45	32	44	37	27	19	46	35	46	40	304	235	278	350	281	201	279	266	287	314	322	367	320	308	339	368
GRMZM2G027594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	3	0	2	0	1	0	1	0	1	1	0
GRMZM2G159142	5	0	1	0	3	0	3	0	0	3	0	1	1	2	0	3	4	1	1	1	3	3	2	2	1	3	0	1	0	2	3	2	369	457	408	407	370	395	427	377	352	538	467	436	355	509	431	454
GRMZM2G005347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	488	524	853	701	471	685	604	442	357	422	352	553	273	396	591
GRMZM2G132913	3	0	6	0	8	0	9	0	0	2	0	3	0	11	0	14	1	4	2	1	6	1	5	6	5	3	1	0	5	3	6	6	12	15	12	17	17	8	9	10	26	27	17	19	26	31	22	30
GRMZM2G101125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	177	87	121	75	170	107	89	108	240	116	152	66	194	122	132
GRMZM2G039746	9	0	18	0	3	0	7	0	0	3	1	4	0	1	0	0	5	3	5	4	0	0	3	0	3	0	11	0	1	1	3	0	84	114	82	97	86	110	103	138	17	51	27	48	16	43	28	37
GRMZM2G055705	22	0	30	0	24	0	21	0	0	27	0	29	1	33	3	38	16	12	12	13	16	20	8	10	20	26	18	17	12	18	13	12	119	106	101	181	116	127	122	125	88	155	136	134	79	161	93	119
GRMZM2G052123	0	0	0	0	0	0	0	0	0	19	0	18	0	6	0	7	0	10	1	9	0	5	0	4	0	7	2	7	0	3	0	4	1	69	35	30	6	74	43	33	0	20	9	9	2	26	17	11
GRMZM2G054905	44	0	42	0	9	0	18	0	5	251	7	294	3	54	1	58	34	117	36	160	3	21	4	14	44	154	23	145	13	20	7	20	395	2221	1426	1820	401	2486	1689	1464	66	447	195	236	76	525	149	274
GRMZM2G028413	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	11	10	6	6	6	12	9	2	4	4	7	4	11	6	3
GRMZM2G583235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	2	2	1	1	2	0	2	2	0	0	0	0
GRMZM5G857641	57	2	56	0	31	1	33	1	0	29	1	37	0	30	1	40	31	17	35	26	29	19	17	16	30	22	30	20	25	12	17	20	169	134	139	161	178	120	175	129	106	115	121	123	108	152	119	133
GRMZM2G090500	163	0	156	1	65	0	35	0	0	130	1	103	1	31	0	38	104	73	119	94	36	23	23	10	101	73	106	83	32	27	35	16	3157	2837	3150	2880	2776	2598	3357	2991	773	639	840	885	567	584	409	609
AC192362.3_FG003	31	2	38	1	15	0	5	0	1	72	2	71	1	31	0	36	16	29	25	41	4	13	4	5	24	63	34	40	5	8	8	12	89	224	143	206	94	218	190	178	35	92	37	42	15	106	24	56
GRMZM2G470438	15	0	22	0	11	0	9	0	1	9	0	7	0	6	0	6	8	11	8	9	4	2	3	3	18	1	4	8	5	1	8	0	182	145	169	200	227	134	183	193	116	85	69	103	102	117	95	122
GRMZM2G129554	75	1	97	0	26	0	7	0	2	115	1	107	0	34	0	18	44	42	68	68	15	13	6	8	67	60	68	53	31	15	21	10	522	694	571	771	651	638	720	680	161	223	174	219	77	154	65	180
GRMZM2G145382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	1	1	2	0	2	1	0	1	3	0	0
GRMZM2G401970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	1	1	4	1	2	2	1	3	3	3	3	3	5
GRMZM2G071154	44	0	30	1	29	0	32	0	0	18	0	16	1	25	0	30	20	9	18	10	28	15	25	20	22	15	13	8	29	19	14	16	3324	2632	3183	2161	2224	2032	2501	2818	2389	2273	2536	2582	2315	2323	2297	1962
GRMZM2G396350	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	3	1	0	9	2	1	3	8	1	4	5	9	6	7	8	7	3	5	9
AC233960.1_FG005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0	1	3	5	0	2	3	1	0	2	0	1
GRMZM2G097987	13	0	13	1	4	0	1	0	0	19	0	23	1	13	0	15	9	5	6	13	2	4	3	4	7	13	4	8	7	6	5	5	95	222	108	174	89	167	155	125	28	122	79	65	22	140	59	78
GRMZM2G179274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	0	2
GRMZM2G156054	1	0	0	0	3	0	6	0	0	1	0	2	0	1	0	1	1	0	0	0	2	0	1	3	1	2	0	1	0	0	1	0	32	15	15	15	24	23	11	17	17	8	13	8	20	10	18	8
GRMZM2G030710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	807	695	957	724	710	745	669	1023	1030	1126	1093	1027	958	1087	1085
GRMZM2G401821	1	0	1	0	1	0	2	0	0	2	0	1	0	0	0	1	2	0	0	0	1	2	1	0	1	0	0	0	0	0	0	1	2	3	3	1	3	2	1	1	2	1	3	4	2	1	3	1
GRMZM2G133454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G845736	16	0	17	0	2	0	0	0	0	5	0	8	0	1	0	0	7	4	9	3	1	1	0	0	9	1	12	7	1	0	0	0	33	15	26	27	33	24	24	42	5	4	8	4	5	6	4	5
GRMZM2G439173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	5	10	2	2	1	6	12	3	5	7	7	2	8
GRMZM2G443655	114	0	97	0	68	0	68	0	0	55	0	52	0	65	0	50	74	38	51	42	53	43	34	33	65	52	46	37	56	33	51	43	593	435	597	592	505	414	479	426	413	500	497	526	428	420	423	495
GRMZM2G161800	4	0	7	0	4	0	8	0	1	7	0	14	0	6	0	12	5	8	8	4	0	2	6	4	5	4	2	4	1	2	5	2	43	73	50	69	48	65	69	58	20	47	18	30	28	70	32	43
GRMZM2G326223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
GRMZM5G813809	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	1	0	1	3	0	0	0	1	1	0
GRMZM2G096831	3	0	2	0	2	0	1	0	0	1	0	1	0	4	1	3	1	2	0	0	0	1	3	1	1	0	1	1	0	2	1	2	52	45	63	31	34	58	24	34	93	71	62	43	59	130	95	38
GRMZM2G103116	30	0	29	0	20	0	28	0	0	4	0	4	0	7	0	4	16	1	19	4	11	9	20	5	18	6	10	3	18	4	14	10	162	26	83	91	151	29	83	99	119	40	107	95	157	37	121	108
GRMZM5G897342	52	0	52	0	39	0	44	0	0	43	0	36	0	40	1	44	28	18	24	15	21	22	18	24	23	21	24	26	14	17	16	26	353	275	324	330	329	292	284	298	335	365	354	365	394	345	383	350
GRMZM2G135722	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	19	20	4	16	2	14	8	11	8	31	12	12	4	62	15	18
AC193353.3_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	2	2	2	1	1	1
GRMZM2G349791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6485	5147	6443	4734	4808	4182	4024	4253	5056	6736	5828	5095	5344	5138	4528	4124
GRMZM5G897686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRMZM2G086637	5	0	3	0	3	0	3	0	0	2	0	4	0	9	0	2	2	1	0	1	1	2	4	3	2	2	4	1	2	1	3	3	385	312	365	382	320	260	259	316	336	362	373	353	344	356	432	347
GRMZM2G319281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	577	486	432	500	459	505	629	399	518	409	521	420	547	387	378
GRMZM2G435536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	1	0
GRMZM2G146395	6	0	7	0	5	0	4	0	0	4	0	4	0	30	1	18	4	8	2	2	3	3	4	9	4	2	6	1	7	10	4	9	29	30	27	32	31	30	29	23	26	67	30	53	39	55	49	48
GRMZM2G701809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRMZM2G076417	22	0	12	1	39	0	20	0	0	10	0	9	0	22	0	24	8	6	3	5	9	3	13	13	8	5	9	6	6	4	12	14	110	68	65	63	89	68	51	65	152	134	68	70	110	129	97	96
GRMZM5G879116	89	0	80	0	80	0	73	0	0	75	2	54	0	57	0	57	42	45	35	44	58	50	49	55	48	47	40	27	39	52	38	57	662	632	779	669	512	473	571	546	502	508	795	611	566	487	670	515
GRMZM5G821637	97	1	92	0	137	1	141	0	2	37	1	42	2	83	2	84	26	26	27	25	77	47	79	49	32	41	35	30	61	42	48	43	400	269	271	301	335	201	267	304	419	348	418	339	431	298	365	275
GRMZM2G371486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	6	3	2	0	1	2	1	2	0	2	2	1
GRMZM2G015132	234	0	232	1	109	0	112	0	1	70	1	68	0	56	3	52	124	39	150	45	59	18	77	27	112	47	138	26	69	21	82	25	2530	2209	2410	2462	2340	1916	2469	2283	1448	1736	1614	1807	1605	1798	1577	1769
GRMZM2G368398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	301	336	357	313	277	292	263	443	368	466	418	461	325	473	435
GRMZM2G497976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G098857	8	0	5	0	3	0	2	0	1	0	0	4	0	0	0	2	3	1	3	3	0	1	2	1	5	2	5	3	3	1	2	1	165	158	133	189	134	164	149	140	173	232	222	192	182	213	217	210
GRMZM2G014282	33	0	39	0	7	0	5	0	0	44	1	27	0	20	0	13	17	15	21	19	6	9	4	6	27	20	13	15	8	8	2	5	1656	1899	1765	2184	1768	1971	1993	1632	495	763	585	679	412	716	485	595
GRMZM2G509699	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	1	2	4	3	0	3	0	2
GRMZM2G158045	38	0	34	1	53	0	43	0	2	19	0	23	1	39	1	54	30	13	15	20	34	20	33	22	27	17	26	21	27	20	12	21	149	168	166	195	116	140	130	191	180	212	238	226	189	261	280	205
GRMZM2G083222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	41	38	65	29	47	36	42	41	68	47	57	46	65	65	61
GRMZM2G144028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	609	547	593	486	477	509	599	541	572	718	658	619	688	706	559
GRMZM2G037865	53	1	53	0	76	1	104	0	0	47	0	49	1	83	1	59	28	25	32	34	65	59	53	49	39	34	40	31	47	40	54	41	423	357	451	468	373	308	343	466	408	517	640	502	535	426	591	479
GRMZM2G136069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	6	6	2	9	8	3	0	4	1	5	1	0	1
GRMZM5G879882	148	0	112	1	128	0	115	0	2	96	0	83	1	136	1	102	78	54	85	60	102	67	85	47	98	62	73	62	108	62	93	58	1564	1330	1564	1681	1446	1239	1516	1400	1436	1467	1577	1698	1325	1265	1333	1481
GRMZM2G469380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4512	3783	4699	3331	3050	2845	3290	3995	2884	3585	3471	3747	2946	3194	3070	2808
GRMZM2G455769	15	2	23	0	22	0	25	0	0	11	0	6	1	18	0	24	5	9	4	7	6	8	13	11	6	6	5	4	4	9	6	11	56	38	54	44	59	26	36	33	70	56	50	39	74	53	48	56
GRMZM5G862392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GRMZM2G522140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G075438	25	0	9	0	18	0	25	0	1	7	0	5	0	9	0	15	8	7	9	3	11	6	15	6	18	9	13	3	10	5	12	4	523	644	428	803	433	595	576	674	349	562	498	501	439	665	399	505
GRMZM2G096051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	809	772	772	799	743	739	888	483	656	485	588	519	711	498	595
GRMZM2G090245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	285	118	214	151	229	108	194	253	382	202	174	347	575	170	238
GRMZM2G115948	0	0	0	0	0	0	0	0	0	12	0	8	0	5	0	3	0	5	1	1	0	2	0	2	0	2	0	3	0	0	0	1	16	44	20	28	9	42	29	18	14	41	16	16	20	31	23	17
GRMZM2G063192	33	0	39	0	34	0	40	0	0	12	0	7	0	19	0	11	20	4	13	6	16	6	21	10	14	4	15	8	17	5	21	13	772	554	666	853	757	531	560	731	770	860	725	767	917	678	952	996
GRMZM2G171401	68	0	61	0	56	0	42	0	1	51	0	45	1	66	1	57	28	32	35	32	39	32	40	32	32	31	41	46	52	34	24	36	315	287	287	300	307	245	315	348	261	315	314	341	263	304	292	278
GRMZM2G136328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	1	0	0	1	0	0	0	0	0
GRMZM2G111907	16	0	19	0	20	0	12	0	0	17	0	20	0	17	0	14	4	8	15	10	9	7	6	8	16	9	17	6	5	7	12	9	493	591	448	640	485	517	604	550	397	595	554	565	449	630	554	565
GRMZM5G879872	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	39	106	69	57	21	72	64	71	30	117	75	62	30	124	64	54
GRMZM5G812921	66	0	53	1	19	0	15	0	0	41	2	35	0	19	0	28	23	25	25	20	8	10	13	5	40	29	26	24	7	9	18	15	430	464	424	466	373	376	466	426	145	179	136	182	140	182	153	216
GRMZM2G001895	42	0	41	0	31	0	42	1	0	21	0	27	0	16	0	15	24	10	22	13	28	15	26	10	26	16	22	9	31	19	40	9	2201	2430	2069	2582	1961	2265	2479	1910	1843	2135	2201	2163	2042	2074	2072	2210
GRMZM2G456401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	6	3	2	1	3	2	6	1	2	1	2
GRMZM2G051545	10	1	7	0	10	0	10	0	0	0	0	0	0	0	0	0	3	0	3	0	5	0	4	0	2	0	6	0	4	0	3	1	68	5	25	23	54	3	31	28	67	0	35	28	56	3	41	22
