GeneID	REP1.B_b	REP1.B_m	REP2.B_b	REP2.B_m	REP3.B_b	REP3.B_m	REP4.B_b	REP4.B_m	REP1.M_b	REP1.M_m	REP2.M_b	REP2.M_m	REP3.M_b	REP3.M_m	REP4.M_b	REP4.M_m	REP1.BM_b	REP1.BM_m	REP2.BM_b	REP2.BM_m	REP3.BM_b	REP3.BM_m	REP4.BM_b	REP4.BM_m	REP1.MB_b	REP1.MB_m	REP2.MB_b	REP2.MB_m	REP3.MB_b	REP3.MB_m	REP4.MB_b	REP4.MB_m	REP1_B.total	REP1_M.total	REP1_BM.total	REP1_MB.total	REP2_B.total	REP2_M.total	REP2_BM.total	REP2_MB.total	REP3_B.total	REP3_M.total	REP3_BM.total	REP3_MB.total	REP4_B.total	REP4_M.total	REP4_BM.total	REP4_MB.total
GRMZM2G169929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	198	240	202	175	164	199	206	175	210	213	195	190	217	198	181
GRMZM2G092973	5	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	3	0	3	0	15	0	4	4	8	0	3	5	7	0	5	5	16	0	7	4
AC196213.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	3	2	3	1	1	3	2	1	0	1	1
GRMZM2G070448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	88	130	142	156	100	94	147	177	158	159	174	184	144	178	162
GRMZM2G177659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2749	3276	2853	2797	2302	2586	2860	2323	2480	3487	3047	2842	2655	2830	2551	2660
GRMZM2G380784	14	0	9	0	15	0	21	0	0	9	0	13	0	18	0	13	6	11	5	4	9	17	7	15	7	11	5	7	5	13	2	11	45	39	56	69	30	55	47	53	47	77	96	73	61	54	73	67
GRMZM2G341771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	0	2	0	2	1	0	0	1	0	0	2	0	0
AC198398.3_FG003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	6	7	14	7	8	6	5	2	4	9	6	9	11	12	9
GRMZM2G390236	5	0	5	0	4	0	4	0	0	1	0	0	0	1	0	1	1	0	2	0	2	0	1	0	2	0	1	0	1	0	1	0	30	6	11	21	22	3	16	9	26	3	13	10	21	4	14	11
GRMZM2G059432	30	0	37	0	12	0	20	0	1	16	0	15	0	14	1	22	15	5	15	9	5	9	8	9	19	21	16	8	10	6	9	6	289	193	255	288	310	173	268	264	181	155	161	172	194	185	151	172
GRMZM2G064370	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
GRMZM2G314427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G050536	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	2	0	5	2	0	0	4	0	1	0	4	0	2
AC188023.3_FG005	32	1	35	0	36	0	43	0	0	19	0	20	2	36	1	27	17	8	10	9	19	15	22	14	15	19	13	9	18	13	13	22	186	132	162	201	189	124	102	136	190	256	237	224	233	199	259	219
GRMZM2G151087	323	0	261	0	326	0	362	1	1	184	1	195	1	339	2	291	176	123	150	111	234	227	231	223	202	166	142	104	232	234	219	189	1602	1261	1423	1553	1362	1114	1244	1117	1627	1847	1904	1821	1822	1581	1780	1693
GRMZM2G004909	52	0	41	0	82	0	70	0	0	11	0	12	1	42	0	32	16	22	7	6	22	31	33	32	22	27	11	13	24	18	34	35	1201	314	529	638	739	251	407	414	896	477	631	550	971	446	699	727
GRMZM2G163848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	680	795	776	704	568	656	746	746	757	831	797	799	651	820	770
AC213654.3_FG003	15	0	20	0	14	1	12	1	0	5	0	4	2	5	0	14	10	5	6	5	9	5	3	4	5	0	11	2	8	5	5	3	32	15	39	25	34	13	25	24	29	27	32	35	24	26	21	17
AC187870.3_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
GRMZM5G872118	21	0	34	0	26	1	24	0	2	39	0	34	1	42	2	45	13	19	23	23	18	26	24	18	14	20	26	30	20	19	20	21	185	323	252	287	187	268	262	281	192	400	276	318	186	369	271	273
GRMZM2G312244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	130	104	165	138	114	185	126	20	37	27	45	27	36	21	42
GRMZM2G049077	22	0	22	1	14	0	17	0	1	15	1	11	0	15	0	9	9	4	10	7	14	11	15	13	13	3	11	2	7	5	8	12	3189	2020	2951	1866	2400	1800	2288	2523	2088	1752	2241	2119	2048	1809	1992	1486
GRMZM2G338160	7	0	6	0	7	0	20	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	4	0	3	0	2	0	11	1	0	0	47	1	10	11	33	1	11	12	24	0	8	38	65	0	12	5
GRMZM2G373522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5270	3621	4382	2086	3477	2944	2990	2894	3255	3832	2599	3113	2549	4192	2178	1831
GRMZM2G093574	158	0	118	0	112	0	126	0	0	40	1	39	2	63	0	41	73	24	58	26	88	34	109	30	108	32	53	26	93	28	104	32	352	134	249	329	290	125	215	226	303	185	308	311	337	119	304	335
GRMZM2G479596	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	8	5	1	7	2	6	4	9	8	7	5	18	10	10
GRMZM2G006428	83	1	74	0	60	0	63	0	0	82	0	68	1	94	0	74	28	42	43	35	37	27	29	44	60	52	36	31	36	40	54	39	658	633	569	594	557	516	643	582	411	475	479	510	448	478	430	507
GRMZM2G132794	15	0	7	0	13	1	18	0	0	9	0	5	1	9	0	8	5	4	6	2	5	5	8	9	3	3	8	11	8	6	4	5	160	106	98	82	103	80	100	142	115	91	101	105	141	89	109	111
GRMZM2G143460	27	0	13	1	35	0	45	0	0	11	0	8	0	18	2	27	13	5	9	7	20	10	21	18	11	10	8	4	15	9	20	16	85	35	51	67	59	44	53	46	109	78	114	91	134	96	127	112
GRMZM2G071573	12	0	8	0	16	1	19	0	0	4	0	2	0	6	0	6	6	3	2	2	9	5	13	5	9	1	2	1	5	6	9	5	1018	757	1021	997	995	690	879	838	1047	965	1164	997	1228	871	1233	1008
GRMZM2G083182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	2	4	3	0	3	1	2	1	2	1	0
GRMZM2G398089	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	1	0	1	2	2	1	0	2	1	0
GRMZM2G088951	14	0	18	0	24	0	27	0	1	55	1	45	3	88	2	106	9	22	13	27	8	51	21	46	6	15	6	20	12	34	6	23	49	135	87	72	46	126	80	61	70	258	146	132	74	268	173	61
GRMZM2G108773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	1	2	0	0	0	1	0	3	0	0
GRMZM2G151516	30	0	19	0	52	1	61	0	0	35	0	34	1	46	0	36	8	16	16	22	26	26	23	22	28	25	14	14	40	25	31	28	477	458	571	515	381	425	386	376	491	664	619	604	502	619	613	511
GRMZM2G104419	230	1	198	0	205	0	208	0	0	8	0	16	0	19	0	16	115	11	94	11	123	14	124	15	91	10	45	6	129	10	111	11	575	79	351	278	486	64	279	192	573	96	380	367	534	87	370	321
AC199481.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	1	2	0	0
GRMZM2G430039	39	0	38	0	49	1	78	0	0	31	0	27	0	66	0	61	19	24	16	18	37	28	34	51	38	27	16	22	54	33	23	38	266	195	285	290	224	186	166	239	289	380	334	312	363	370	407	301
GRMZM2G069916	49	0	51	1	19	0	10	1	1	42	1	37	0	12	0	18	36	22	44	29	8	3	7	9	35	24	23	25	9	7	11	8	851	828	797	951	880	746	972	878	275	306	213	271	223	441	218	302
GRMZM2G443308	2	0	3	0	7	0	14	0	0	0	0	1	0	0	0	2	1	1	1	1	5	1	3	0	1	0	0	0	0	0	5	0	15	2	11	8	7	1	5	1	16	2	21	7	30	5	16	11
GRMZM2G425004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	77	124	84	82	59	94	136	107	108	160	106	104	106	173	87
GRMZM2G047178	36	0	35	0	23	0	20	0	0	16	0	19	1	11	0	13	18	11	28	12	18	6	16	6	17	6	19	7	18	9	12	6	663	612	556	463	572	482	740	640	369	282	364	335	373	336	367	400
GRMZM2G029583	181	1	165	0	188	0	214	2	0	101	0	90	1	113	0	139	108	76	116	76	141	85	153	91	135	84	96	55	149	100	164	94	2342	2072	2455	2161	1985	1698	1995	1915	2040	2471	2318	2347	2141	2054	2170	2231
GRMZM2G125571	0	0	0	0	0	0	0	0	0	27	1	23	1	36	1	48	0	3	1	9	0	12	0	11	0	6	0	6	0	12	0	8	1	59	10	24	1	72	25	16	0	92	33	45	0	145	38	21
AC208434.3_FG007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
AC204035.3_FG003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G142249	56	0	52	1	51	0	51	0	1	36	0	27	0	34	0	31	28	7	38	21	29	21	32	20	41	27	30	24	29	15	42	26	858	726	674	1001	718	648	870	782	891	796	925	865	968	715	885	1020
AC207254.3_FG005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GRMZM2G113742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	118	109	145	129	139	124	123	153	211	178	185	133	186	183	186
GRMZM2G097805	98	1	84	1	96	0	89	0	1	74	0	67	0	104	1	90	44	37	53	45	62	49	54	56	47	41	40	38	62	43	59	64	470	494	470	455	421	434	438	422	420	511	477	498	427	485	442	519
GRMZM2G014905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G828630	0	0	1	0	0	0	0	0	0	5	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	198	289	231	281	180	229	215	183	282	403	288	274	303	379	285	284
GRMZM2G049382	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	2	1	1	0	0	0	0	268	276	275	367	291	270	328	310	187	238	238	227	240	284	242	292
AC191622.3_FG003	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
GRMZM2G424491	34	1	31	1	24	0	22	0	0	7	2	8	2	14	0	10	15	4	14	8	15	8	18	12	22	7	15	3	16	10	12	9	141	81	105	127	130	74	134	96	112	84	104	129	131	72	121	110
GRMZM2G158083	220	0	186	0	234	0	250	0	2	202	2	174	0	253	2	216	123	77	123	101	147	103	197	131	145	100	127	99	172	120	168	121	653	607	604	714	576	519	583	624	654	734	725	798	717	685	841	768
GRMZM2G138245	3	1	3	0	11	0	7	0	0	7	0	2	0	3	0	2	3	2	3	0	7	2	2	4	2	4	1	4	5	0	6	1	170	131	118	168	152	97	173	120	242	150	199	207	181	135	201	174
GRMZM2G165257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G408881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	2	2	0	0	0	1	0	0	3	0
GRMZM2G047055	0	0	0	0	3	0	3	0	0	0	0	2	1	2	0	0	0	1	0	0	3	0	2	0	1	2	0	1	0	2	2	1	5913	4999	6308	4086	4142	3904	4418	4528	3390	4553	4070	3927	3939	3709	3690	3532
GRMZM2G018062	7	0	10	0	4	0	3	0	0	9	0	4	1	1	0	9	7	6	4	0	4	0	0	0	1	0	9	4	3	2	0	2	66	58	58	52	73	57	59	65	49	44	30	40	50	54	37	41
GRMZM2G702081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	1	0	1	0	1	1	0
GRMZM5G840699	4	0	5	0	1	0	4	0	0	3	0	0	0	2	0	3	0	1	1	0	0	0	3	0	1	0	0	1	2	0	2	2	359	332	275	400	376	336	369	300	232	314	310	300	288	385	285	330
GRMZM2G436391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G171852	40	0	25	0	43	0	43	0	1	9	1	7	0	25	1	24	20	12	17	6	27	10	27	16	19	15	20	8	21	17	23	18	563	503	483	449	458	377	460	583	461	424	512	515	437	470	475	435
GRMZM5G820575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G379499	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	1	0	0	1	0	1	3	1	1	2	0	0	2	1
GRMZM2G324705	77	1	61	0	116	0	115	0	1	51	0	51	2	93	0	78	39	32	40	36	67	72	83	71	62	58	46	37	75	65	70	68	877	845	797	970	689	729	735	801	767	1094	1045	1080	829	868	1015	971
GRMZM2G421682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0
GRMZM2G069082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	10	3	6	1	5	17	6	6	2	2	4	12	6	1
AC217358.3_FG010	10	0	13	0	3	0	3	0	1	19	0	15	0	8	0	6	2	13	11	15	6	6	1	2	6	8	5	12	4	2	2	5	69	160	74	112	65	130	138	89	31	93	53	58	19	61	27	55
GRMZM2G084587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	292	270	351	279	281	288	290	295	412	346	370	333	392	338	378
GRMZM2G094884	0	0	2	0	1	0	1	0	0	2	0	0	0	2	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	299	315	282	368	312	329	329	281	255	310	229	292	255	357	286	272
GRMZM5G806182	68	0	55	0	84	0	73	0	0	21	0	15	0	28	1	31	40	5	40	9	60	18	67	21	44	13	40	17	71	26	54	19	8679	1430	4809	2484	5009	1123	3190	3628	4646	1118	3500	3463	4738	1336	3100	2238
GRMZM2G157817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	77	87	56	82	77	90	109	63	50	47	51	59	75	45	47
GRMZM2G108775	0	0	1	0	3	0	2	0	0	1	0	0	0	5	0	2	0	1	0	1	0	2	5	2	1	0	0	0	3	2	1	0	240	287	187	258	223	215	222	215	248	305	253	291	244	313	254	293
GRMZM2G117507	13	0	17	0	18	0	23	0	0	11	0	13	0	24	1	18	12	7	10	16	18	20	10	14	12	15	7	9	20	16	13	17	996	967	903	1108	908	896	963	863	927	1240	1112	1106	894	906	967	1095
GRMZM2G175349	0	0	0	0	0	0	0	0	0	8	0	7	0	1	0	1	0	2	0	4	0	0	0	1	0	5	0	6	0	0	1	0	0	21	8	8	0	15	14	10	0	2	1	3	0	6	1	4
GRMZM2G349274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2	2	0	0	0	2	0	1	0	0
GRMZM5G818106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	28	17	14	25	27	15	19	28	24	21	25	15	34	20
GRMZM2G155836	125	1	122	0	119	0	115	0	0	47	1	47	1	74	0	60	82	20	84	30	89	46	71	55	66	23	96	29	72	40	66	51	905	609	802	774	821	551	854	821	848	713	964	910	925	681	850	846
GRMZM2G408875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0
AC208445.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G866067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G512616	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
GRMZM2G175232	37	0	32	0	39	0	43	0	0	20	0	11	0	29	0	20	30	16	17	10	26	15	16	16	23	11	13	10	20	11	19	13	272	149	296	182	216	105	165	157	245	196	280	219	258	201	289	189
GRMZM2G123860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	2	3	3	1	2	2	0	2	3	3	0	4	2	2
GRMZM2G401830	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	2	0	1	0	51	29	28	57	40	19	40	32	71	59	75	64	86	63	81	83
GRMZM2G013936	3	0	1	0	0	0	0	0	0	6	0	8	0	0	0	0	2	2	2	2	0	0	1	0	1	4	3	4	1	0	0	0	129	272	182	275	146	296	258	217	1	12	12	16	5	30	10	11
GRMZM2G150374	47	0	59	0	72	0	48	0	1	64	0	45	2	72	0	62	38	25	54	36	41	29	36	38	38	22	40	32	30	32	37	40	336	341	350	372	342	307	393	344	367	460	429	391	348	386	402	438
GRMZM2G150193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	807	813	831	766	818	843	762	259	333	216	259	240	371	190	294
GRMZM2G337107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G127309	46	0	40	0	40	0	36	0	0	0	0	0	0	0	0	0	16	0	8	0	20	0	15	0	18	0	14	0	12	0	16	0	154	3	57	63	119	2	29	54	135	3	72	62	166	3	69	59
GRMZM2G123202	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	4	5	4	3	4	3	4	4	3	5	5	2	2
GRMZM2G318992	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	19	30	46	10	34	23	6	3	6	3	6	6	2	2
GRMZM2G150862	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	3	6	2	1	4	8	4	4	1	10	4	7
GRMZM2G365185	15	0	25	0	2	0	2	0	0	19	0	26	0	2	0	6	9	11	19	16	1	4	0	1	14	15	7	8	1	2	0	6	588	614	503	749	631	610	674	551	39	85	84	94	29	127	36	78
GRMZM2G377904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	138	182	215	173	114	146	193	225	193	253	257	207	253	276	209
GRMZM2G058314	40	1	39	1	30	0	30	0	0	30	1	24	0	16	0	19	20	13	21	12	22	14	13	11	14	11	24	17	18	5	7	11	203	134	165	118	165	112	147	177	114	121	150	119	104	138	130	92
GRMZM2G143725	272	1	296	1	289	0	329	3	0	189	5	204	1	209	1	220	173	102	159	116	212	130	206	122	223	142	170	104	181	124	216	137	1334	1216	1180	1523	1262	1127	1274	1183	1202	1157	1389	1328	1380	1132	1368	1422
GRMZM2G027741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1996	2008	1825	2007	1686	1765	1705	1546	2015	2675	2331	2345	2041	2184	2067	2054
GRMZM2G015067	52	3	57	0	83	0	80	0	0	41	1	22	0	63	0	41	33	10	27	28	55	29	39	25	40	24	21	23	32	21	55	33	301	243	258	288	270	188	237	260	318	309	340	319	324	277	310	355
GRMZM2G475017	34	0	24	0	30	0	38	1	2	53	0	32	0	36	1	46	14	21	19	37	20	21	22	23	16	26	19	20	21	28	21	21	556	634	525	557	497	522	577	573	550	654	658	629	606	663	635	611
AC214507.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	104	67	73	73	68	91	73	25	34	30	26	16	46	23	34
GRMZM2G033526	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1529	1551	1508	1663	1405	1369	1391	1380	1379	1839	1510	1607	1309	1546	1347	1558
GRMZM2G026231	231	0	223	0	267	1	299	1	0	130	3	105	0	167	1	136	131	44	173	67	179	80	187	97	188	76	141	75	187	88	218	107	1277	975	1049	1226	1122	847	1201	1047	1245	1116	1223	1253	1335	979	1236	1423
GRMZM2G082627	0	0	1	0	3	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	4	3	2	5	6	3	0	2	9	4	1	1	2	3	6	6
GRMZM2G325623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0
GRMZM2G304638	5	0	14	0	0	0	2	0	0	4	0	8	0	0	0	0	6	1	3	6	1	1	0	0	5	8	6	4	0	0	0	0	56	69	69	120	85	104	102	97	7	15	29	14	14	26	16	19
GRMZM5G894156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	526	479	609	473	451	470	422	537	548	536	506	546	527	516	540
GRMZM2G421795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	24	19	7	19	19	25	1	36	19	21	4	29	23	20
GRMZM2G067067	21	0	22	0	7	0	12	0	2	12	0	13	0	8	0	6	9	4	5	5	6	3	7	4	16	3	6	6	6	2	16	5	263	313	255	355	322	315	318	305	181	270	230	201	208	281	213	243
GRMZM2G153531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC229875.1_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	1	2	1	2	1	1	2	0	1	2	2	1
GRMZM2G056056	96	0	95	0	69	0	91	0	2	30	1	33	0	44	0	41	45	15	37	19	54	24	46	26	43	15	63	20	52	24	51	23	282	120	184	178	257	139	188	258	215	140	192	232	232	164	187	194
GRMZM2G043632	292	1	243	1	236	1	322	0	4	102	3	93	0	104	0	103	152	71	146	93	183	145	182	107	150	89	109	71	142	109	135	99	1118	575	830	763	886	462	780	609	883	596	1039	830	1034	590	918	733
GRMZM2G451394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G037591	41	0	35	0	69	1	65	0	0	9	0	16	0	22	0	28	9	8	1	6	22	12	34	22	11	9	6	8	16	8	17	16	164	57	74	81	136	48	58	44	239	102	160	82	236	79	169	113
GRMZM2G410152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	2	0	1	0	0	0	0	0	1
GRMZM2G399320	35	0	43	0	3	0	5	0	0	36	0	39	0	0	0	1	27	15	39	26	3	3	0	0	32	26	30	20	0	0	4	0	700	1264	957	1324	938	1333	1381	1187	41	43	45	30	36	44	12	34
GRMZM2G049055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	469	649	615	608	463	473	608	723	713	710	677	718	699	715	604
GRMZM2G313944	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	150	302	221	321	150	319	285	263	12	23	24	23	9	19	14	14
GRMZM2G067122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	144	212	203	220	148	183	251	215	209	289	274	195	189	279	226
GRMZM2G165945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	985	1019	1076	945	890	1090	851	795	979	1156	1001	852	711	901	916
GRMZM2G064782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
GRMZM2G437435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	9	3	3	6	4	6	2	5	6	5	7	5	3	3
